firstname,lastname,team,age,trueShooting,usage,assist,rebound,defensive,blocks
Margette,Chaing,Phoenix Suns,29,71.53,13.39,74.82,11.9,13.14,8.72
Chloris,Rudolph,San Antonio Spurs,21,8.95,16.34,84.66,88.06,32.85,17.93
Millie,Docilla,Miami Heat,22,46.43,68.14,64.93,89.53,10.61,88.78
Dennie,Paine,Los Angeles Lakers,29,34.89,36.4,57.34,63.54,87.8,91.69
Ardenia,Richers,Minnesota Timberwolves,27,86.05,26.17,67.99,54.37,86.36,41.7
Lanae,Ciapas,,26,4.64,87.82,41.51,50.07,17.12,29.36
Lesly,Hepsibah,Oklahoma City Thunder,26,73.28,4.66,32.93,63.23,58.87,90.79
Sean,Septima,Miami Heat,21,92.47,8.27,85.52,99.88,70.77,13.56
Annice,Braun,Toronto Raptors,26,64.27,64.19,76.34,71.05,88.92,62.27
Genovera,Erb,Oklahoma City Thunder,19,40.32,16.84,30.34,15.8,27.88,28.33
Marjie,Alarise,New York Knicks,24,99.22,84.05,3.73,22.76,74.05,59
Dode,Arquit,Cleveland Cavaliers,19,4.8,33.38,76.39,12.9,56.31,13.15
Mallory,Hollingsworth,Philadelphia 76ers,24,17.01,11.73,53.99,90.31,15.01,23.28
Corina,Tillford,Dallas Mavericks,18,64.78,7.62,20.31,13.33,4.36,24.05
Rori,Salchunas,Toronto Raptors,30,74.73,24.62,57.85,88.77,79.28,73.3
Elsie,Simmonds,Washington Wizards,24,73.49,5.69,53.29,62.32,45,9.9
Aryn,Leopold,Brooklyn Nets,24,12.6,62.8,68.33,11.64,77.73,45.63
Kary,Ludewig,Minnesota Timberwolves,21,46.66,32.2,97.84,41.42,82.98,83.62
Kirbee,Tyson,Memphis Grizzlies,24,91.96,35.41,57.17,8.49,55.48,55.78
Kylynn,Baylor,Detroit Pistons,18,13.26,95.42,91.64,4.85,55.27,34.75
Roseline,Constancy,,25,72.97,74.86,5.07,31.38,53.83,48.22
Andree,Vivle,Denver Nuggets,25,71.33,69.58,46.63,35.47,8.15,42.29
Camile,Prouty,New Orleans Pelicans,26,86.65,10.2,68.02,57.57,28.27,56.82
Maurene,Emmy,Detroit Pistons,24,35.22,22.07,4.73,64.64,49.92,3.25
Alex,Margarete,Milwaukee Bucks,30,39.78,87.8,59.19,87.81,31.84,16.24
Ofilia,Tamar,Phoenix Suns,19,23.51,47.57,87.32,64.81,91.03,14.85
Daune,Bach,Utah Jazz,29,68.86,38.34,47.24,27.99,94.07,9.44
Gretal,Yusuk,Washington Wizards,27,81.45,2.46,46.24,78.34,37.78,90.76
Corry,Blisse,Utah Jazz,23,70.67,74.89,3.7,27.64,39.36,6.15
Myrtice,Levey,Golden State Warriors,25,6.86,16.09,1.65,13.14,77.34,70.53
Lila,Delacourt,Minnesota Timberwolves,20,70.24,71.88,65.69,1.4,90.6,17.1
Minda,Kellby,Orlando Magic,26,51.11,2.11,58.75,37.82,69.54,24.06
Henriette,Markman,Charlotte Hornets,28,46.09,63.56,50.57,86.16,54.3,21.11
Riannon,Damarra,LA Clippers,21,70.8,89.39,69.92,76.16,80.12,95.6
Theodora,Drisko,New Orleans Pelicans,20,15.22,15.42,99.48,90.83,5.47,99.13
Ida,Bakerman,Indiana Pacers,29,83.47,57.36,25.43,44.04,51.43,41.43
Moyna,Hashim,New Orleans Pelicans,19,70.97,41.02,5.19,86.68,92.73,67.4
Betta,Therine,Oklahoma City Thunder,27,10.75,58.17,28.86,29.25,79.73,32.94
Edith,Goldina,Detroit Pistons,21,52.8,20.31,56.26,35.27,94.43,78.99
Violet,Janene,Sacramento Kings,28,55.55,36.31,5.13,32,85.7,72.78
Maurene,Tengdin,,29,30.43,57.02,24.36,93.4,25.04,22.07
Andeee,Liebermann,,18,98.69,64.11,18.62,16.78,51.07,27.09
Jaime,Elvyn,Indiana Pacers,26,82.31,46.28,86.89,43.97,85.34,97.77
Michaelina,Sheng,Dallas Mavericks,26,74.82,26.38,6.38,35.9,10.31,32.62
Lucy,Naor,Indiana Pacers,25,58.69,98.67,20.08,6.37,61.17,55.82
Merry,Barney,Washington Wizards,27,70.86,41.32,80.87,73.85,31.92,46.46
Sandie,Ramona,Brooklyn Nets,21,4.51,61.9,79.46,46.62,58.33,81.37
Paulita,Waite,San Antonio Spurs,30,6.98,84.36,51.16,75.78,37.86,11.59
Alyda,Schlosser,Charlotte Hornets,22,42.34,77.11,87.53,2.43,36.52,37.91
Caryl,Vorster,Brooklyn Nets,21,12.82,87.95,46.12,83.01,2.4,37.69
Marita,Sholley,Golden State Warriors,28,67.09,59.53,29.93,70.53,41.59,86.46
Jillayne,Bultman,Portland Trail Blazers,18,89.19,69.66,19.06,67.12,12.55,88.44
Kamilah,Verger,Toronto Raptors,29,67.77,98.98,47.38,60.91,13.06,6.17
Ericka,Vale,Denver Nuggets,21,98.3,40.5,70.38,38.14,1.16,66.35
Bill,Myrilla,Cleveland Cavaliers,20,51.7,91.67,3.69,28.2,76.14,3.9
Aryn,Noam,Memphis Grizzlies,30,71.94,43.98,68.04,59.29,33.49,67.85
Felice,Whiffen,Memphis Grizzlies,19,39.44,2.67,95.82,47.61,43.62,89.98
Elsie,Sheng,Philadelphia 76ers,23,65.75,52.14,65.37,99.59,14,17.77
Etta,Oscar,Sacramento Kings,18,58.01,36.89,71.24,82.72,49.11,1.51
Cecile,Cottle,Toronto Raptors,19,11.9,11.6,81.41,62.83,99.21,32.5
Rosaline,Carlson,Houston Rockets,22,79.54,2.52,84.79,21.14,65.25,92.75
Ira,Hazlett,Orlando Magic,22,8.02,28.32,35.24,47.09,94.8,11.76
Letizia,Lasley,New York Knicks,20,4.96,29.21,64.33,50.02,53.79,52.25
Lisette,Candy,Utah Jazz,22,2.54,88.84,63.11,37.74,23.9,18.47
Tami,Barbey,Milwaukee Bucks,18,43.29,22.29,66.25,73.95,21.96,37.32
Althea,Cornelia,Phoenix Suns,28,58.54,68.17,12.18,69.36,57.52,16.6
Sibella,Ortrude,Houston Rockets,24,67.78,43.45,9.38,15.49,54.06,46.81
Lulita,Dituri,Minnesota Timberwolves,18,82.41,71.95,66.11,77.84,15.75,51.33
Betta,Plato,Utah Jazz,22,20.95,46.74,24.59,60.8,31.99,47.02
Donetta,Rad,Brooklyn Nets,24,36.22,20.97,71.43,80.07,33.38,41.21
Eve,Skell,Milwaukee Bucks,22,73.1,64.93,89.85,54.49,2.05,95.94
Kathi,Raul,Houston Rockets,23,66.7,49.12,88.11,27.97,29.6,53.58
Lyssa,Chabot,Cleveland Cavaliers,24,98.35,32.76,88.51,16.51,71.28,72.58
Tabbatha,Denis,LA Clippers,29,45.53,76.5,2.76,64.84,35.68,24.61
Mildrid,Aurelio,Washington Wizards,20,33.46,16.36,15.63,91.17,88.61,56.17
Natka,Kravits,Cleveland Cavaliers,29,67.48,29.55,31,16.93,15.53,49.44
Queenie,Seumas,Portland Trail Blazers,28,64.93,78.57,88.13,10.92,17.36,57.41
Adore,Holbrook,Phoenix Suns,27,82.85,82.21,61.54,55.98,1.71,90.19
Lyssa,Pandolfi,Toronto Raptors,26,46.44,99.14,74.12,34.42,48.63,7.44
Josephine,Ephrem,Los Angeles Lakers,26,56.89,78.34,66.51,13.95,81.75,79.68
Sallie,Bryna,Houston Rockets,29,15.53,59.77,96.67,28.13,25.12,42.17
Betta,Yate,Orlando Magic,23,28.7,80.78,74.42,71.62,30.67,29.14
Camile,Janene,San Antonio Spurs,22,64.28,23.13,98.48,51.09,63.62,79.45
Gaylene,Kenwood,San Antonio Spurs,25,32.47,95.29,15.41,87.53,75.53,24.73
Taffy,Goerke,Philadelphia 76ers,26,98.39,3.83,21.34,8.37,86.15,49.3
Albertina,Felecia,Minnesota Timberwolves,19,9.59,24.25,13.03,51.84,18.73,48.7
Briney,Carvey,Toronto Raptors,21,58.05,61.79,56.02,29.96,93.18,16.58
Harrietta,Selway,Minnesota Timberwolves,23,58.54,6.49,38.86,42.65,13.39,48.85
Rozele,Cavan,Oklahoma City Thunder,22,35.72,16.66,43.44,75.49,65.49,17.22
Caritta,Leopold,Portland Trail Blazers,27,42.74,72.85,90.65,27.06,73.29,80.1
Monika,Arley,Oklahoma City Thunder,28,53.3,13.62,2.15,10.03,28.1,28.71
Berget,Hathaway,Memphis Grizzlies,29,12.19,98.5,41.29,78.91,51.67,96.46
Rivalee,Berne,Brooklyn Nets,27,42.57,74.9,41.02,49.54,59.24,53.35
Yetty,Elbertina,New York Knicks,22,6.35,73.93,56.8,64.36,62.9,72.89
Gertrud,Konyn,Chicago Bulls,23,32.88,61.82,76.16,68,60.54,30.27
Katharina,MacIntosh,Los Angeles Lakers,18,57.58,2.94,1.84,68.86,55.17,83.91
Jan,Si,Phoenix Suns,19,75.93,17.41,91.58,16.07,15.43,7.88
Rhoda,Mallon,Portland Trail Blazers,19,82.81,58.32,94.95,15.72,55.56,5.89
Riannon,Knowling,Philadelphia 76ers,21,79.16,71.06,40.95,66.65,23.52,53.99
Olivette,Neva,Los Angeles Lakers,19,26.82,4.2,90.26,53.87,88.33,32.09
Hallie,Abernon,Minnesota Timberwolves,25,81.24,64.68,59.36,84.89,40.05,49.74
Carolina,Uird,New Orleans Pelicans,26,54.77,62.92,4.94,63,8.89,73.5
Dorothy,Nore,Detroit Pistons,18,98.15,91.98,55.03,95.63,18.79,82.99
Cecile,Gombach,Orlando Magic,24,32.24,26.38,68.53,77.84,26.01,37.18
Phedra,Judye,Golden State Warriors,24,2.29,39.08,56.68,20.06,59.88,11.67
Asia,Bury,Minnesota Timberwolves,22,62.3,9.1,77.12,56.22,11.06,97.42
Andeee,Ade,Toronto Raptors,18,79.59,95.08,33.94,63.82,46.66,16.89
Dulce,Lorenz,Charlotte Hornets,22,30.9,62.4,48.85,13.2,84.59,37.81
Tersina,Ade,Milwaukee Bucks,22,1.28,99.85,10.7,67.47,94.52,43.45
Nariko,Wind,Denver Nuggets,27,86.51,26.27,18.7,24.83,81.09,45.04
Florencia,Belanger,Toronto Raptors,25,96.02,68.68,90.57,48.36,28.49,79.16
Delilah,Ade,Phoenix Suns,23,22.65,67.9,67.08,57.31,15,92.44
Melisent,Weaks,,30,39.48,78.18,53.05,17.5,9.31,28.14
Lexine,Schenck,Los Angeles Lakers,28,24.81,1.13,70.82,28.24,36.96,13.21
Amii,Carlson,San Antonio Spurs,24,25.53,40.86,95.38,12.3,61.73,96.85
Amalie,Jeanne,Washington Wizards,21,25.12,25.55,15.6,80.4,32.87,36.84
Donnie,Rolf,LA Clippers,24,73.04,98.32,22.2,1.21,29.64,53.87
Fred,Lorain,Detroit Pistons,21,88.14,34.23,53.37,24.86,97.67,37.83
Caryl,Kenney,Minnesota Timberwolves,29,20.59,6.37,60.59,59.91,47.58,10.86
Shaine,Janith,Philadelphia 76ers,28,81.29,96.96,42,53.99,20.85,27.51
Willetta,Birdella,New Orleans Pelicans,28,53.53,81.2,86.76,44.76,67.86,56.58
Perry,Turne,Brooklyn Nets,20,90.58,81.68,46.06,25.17,70.98,27.04
Deirdre,Love,Utah Jazz,20,55.92,80.74,4.48,49.98,32.66,95.44
Harmonia,Reidar,New Orleans Pelicans,20,28.68,62.37,32.98,60.34,69.49,34.58
Elsie,Felecia,Chicago Bulls,22,18.95,40.62,72.57,40.98,79.92,42.94
Leia,Maribeth,Charlotte Hornets,26,25.04,21.78,89.23,58.9,40.9,93.6
Margalo,Terencio,Brooklyn Nets,23,32.46,97.39,5.03,7.58,96.32,60.16
Ardeen,Bollay,San Antonio Spurs,19,11.27,65.4,16.37,67.11,62.21,2.54
Nollie,Marisa,Chicago Bulls,19,66.81,43.87,43.35,13.93,59.9,55.03
Emilia,Swigart,Charlotte Hornets,18,44,53.38,11.86,48.5,32.39,79.63
Ann-Marie,Kellby,Memphis Grizzlies,20,4.4,69.35,38.05,36.96,20.05,67.62
Elbertina,Parette,Milwaukee Bucks,26,8.81,38.25,35.3,82.28,99.42,54.19
Estell,Gerge,Sacramento Kings,28,53.05,19.5,94.7,39.1,46.37,71.54
Heddie,Jenness,Memphis Grizzlies,23,24.63,89.98,46.22,79.24,99.81,14.25
Clary,Diogenes,Los Angeles Lakers,23,25.92,23.33,67.84,54.04,34.97,35
Shannah,Natalia,Orlando Magic,30,74.68,21.06,49.39,4.1,32.74,4.26
Orsola,Abernon,Phoenix Suns,29,76.46,30.86,76.22,3.02,33.46,73.24
Cordi,Daegal,Atlanta Hawks,23,56.49,63.83,80.4,37.38,69.3,78
Ada,Seligman,Minnesota Timberwolves,26,58.82,32.68,15.33,56.92,92.08,13.89
Juliane,Nea,Minnesota Timberwolves,27,84.3,72.74,12.87,97.61,82.7,25.46
Arlena,Demitria,Utah Jazz,24,21.96,34.33,23.94,8.94,82.42,66.93
Catharine,Diogenes,San Antonio Spurs,28,42.77,44.07,62.16,5.52,82.82,8.57
Cathie,Cristi,Phoenix Suns,23,4.84,92.67,55.09,57.89,47.51,37.53
Netty,Halsey,Milwaukee Bucks,24,60.69,17.21,72,92.33,45.94,11.32
Theodora,Callista,Golden State Warriors,22,86.51,85.45,20.51,93.28,1.65,87.14
Aigneis,Thema,Atlanta Hawks,26,60.05,67.68,64.76,76.47,39.48,48.01
Mamie,Kat,LA Clippers,27,27.98,37.64,79.72,60.98,85.48,96.67
Layla,Philipp,Memphis Grizzlies,20,69.67,46.29,35.16,26.5,91.6,75.81
Beth,Eldrid,Milwaukee Bucks,25,26.66,77.62,57.23,88.71,7.05,38.79
Wendi,Adrienne,Atlanta Hawks,30,98.05,88.28,87.75,24.07,82.76,85.4
Isa,Vastah,Minnesota Timberwolves,29,48.31,1.66,90.42,88.2,63.84,74.5
Kamilah,Dorine,Denver Nuggets,29,24.07,32.58,13.76,71,76.36,63.08
Frances,Terencio,Houston Rockets,20,40.1,64.31,95.17,29.32,14.21,28.48
Moyna,Duwalt,Toronto Raptors,29,4.65,53.61,11.57,81.87,40.94,26.51
Selia,Oneida,Golden State Warriors,22,44.96,23.53,74.05,5.75,55.5,51.76
Shaine,Holbrook,Toronto Raptors,18,72.25,25.76,92.61,75.63,21.48,67.86
Dorene,Konyn,Philadelphia 76ers,27,11.25,61.1,15.06,28.69,1.99,9.28
Olwen,Colp,Philadelphia 76ers,27,58.47,33.94,59.14,58.84,67.82,21.87
Lorie,Mathilde,Indiana Pacers,23,71.3,98.48,91.93,14.03,95.53,27.55
Felice,Brian,Orlando Magic,18,47.17,96.12,69.9,8.8,13.22,95.53
Arabel,Vittoria,San Antonio Spurs,23,17.22,35.23,59,89.2,47.64,67.25
Gretal,Annabella,Utah Jazz,22,36.61,84.86,25.76,42.77,57.83,82.98
Gertrud,Bury,Brooklyn Nets,22,66.04,42.37,43.13,22.08,44.05,42.5
Ermengarde,Trinetta,Indiana Pacers,26,86.9,15.62,27.12,66.52,4.64,11.92
Marinna,Suk,Golden State Warriors,26,23.2,65.86,45.97,47.29,98.09,74.02
Tybie,Hylan,Charlotte Hornets,21,92.19,6.94,72.79,4.53,42.79,83.28
Margarette,Ilka,Sacramento Kings,22,6.04,33.14,73.63,1.9,9.98,67.65
Allis,Kirbee,New York Knicks,26,7.57,39.63,42.06,31.6,92.92,22.5
Alex,Moina,Atlanta Hawks,30,44.29,75.39,70.67,41.37,17.07,57.42
Almeta,Jess,Phoenix Suns,22,81.08,30.33,73.21,3.03,30.9,18.74
Marleah,Muriel,Golden State Warriors,23,92.36,77.31,38.04,70.96,9.53,83.89
Mignon,Remmer,Charlotte Hornets,25,11.3,52.34,13.41,30.71,18.15,66.29
Nananne,Suzetta,Minnesota Timberwolves,27,23.96,44.5,29.14,59.53,42.27,72.68
Sean,Stevy,Cleveland Cavaliers,28,23.49,51.93,63.79,15.26,42.24,57.11
Barbara,Bonilla,Golden State Warriors,19,60.28,76.9,5.19,32.92,15.23,20.12
Madalyn,Raama,,21,16.52,81.59,36.97,74.22,43.06,84.06
Odessa,Sisile,Memphis Grizzlies,30,12.89,27.42,16.11,80.52,65.24,66.16
Sibella,Pearse,Brooklyn Nets,21,39.75,15.69,37.78,15.42,25.8,14.72
Giustina,Wesle,Houston Rockets,28,65.68,29.68,12.54,23.81,34.96,85.08
Britni,Kaete,Toronto Raptors,26,8.28,24.87,53.48,10.54,89.42,24.79
Fawne,Swigart,New Orleans Pelicans,30,76.61,78.46,81.46,55.61,98.51,2.23
Evaleen,Hollingsworth,Chicago Bulls,20,60.49,51.36,14.48,87.77,4.42,1.28
Micheline,Pillsbury,Golden State Warriors,28,23.06,25.53,43.86,31.2,15.38,10.19
Frieda,Shama,New York Knicks,24,95.48,51.14,79.35,47.13,44.47,32.8
Marylou,Noman,Toronto Raptors,26,51.67,51.95,44.47,52.95,74.94,85.39
Corly,Diogenes,New York Knicks,19,88.75,62.58,58.96,61.25,73.63,12.38
Bernardine,Vittoria,San Antonio Spurs,24,49.26,62.94,98.01,56.29,72.31,65
Agathe,Pozzy,Denver Nuggets,28,1.11,7.96,39.66,40.29,20.61,45.42
Reeba,Creamer,,18,57.02,33.71,31.39,56.74,52.73,2.97
Georgetta,Lia,New Orleans Pelicans,26,27.33,1.49,66.12,1.29,77.07,37.31
Charissa,Fiester,San Antonio Spurs,25,4.81,69.48,2,6.41,4.59,22.59
Lila,Faro,Washington Wizards,22,9.29,32.51,90.54,47.52,22.18,63.35
Clary,Dash,Indiana Pacers,22,62.31,68.77,8.38,60.42,58.75,85.18
Ardeen,Shields,Portland Trail Blazers,20,41.24,82.28,14.04,55.44,85.33,37.26
Rhea,Mallon,Charlotte Hornets,26,40.61,68.69,33.32,81.97,52.89,73.03
Alyssa,Margret,Sacramento Kings,19,24.89,59.37,50.21,62.5,48.59,68.74
Madalyn,Docilla,Brooklyn Nets,28,11.8,29.83,15.89,51.6,11.81,66.29
Vivia,Ralfston,LA Clippers,19,17.93,28.61,47.75,51.96,74.99,55.59
Shandie,Grimbly,Los Angeles Lakers,23,79.05,30.85,39.51,22.17,94.41,39.78
Gerrie,Flita,Milwaukee Bucks,20,35.76,61.53,8.38,10.25,29.42,54.93
Rori,Thema,Milwaukee Bucks,22,54.16,67.33,50.16,92.41,41.43,29.82
Cathie,Bonucci,Golden State Warriors,27,63,30.04,52.75,83.99,54.92,91.05
Lindie,Judye,Miami Heat,19,4.51,2.66,59.78,64.4,86.1,85.92
Wileen,Gunn,New Orleans Pelicans,28,64.58,55.29,92.65,4.61,80.25,85.85
Ketti,Noelyn,New York Knicks,28,74.21,52.34,13,22.43,8.41,53.05
Drucie,Martsen,Minnesota Timberwolves,27,14.21,69.19,31.24,62.87,44.43,92.83
Myrtice,Iphlgenia,Utah Jazz,25,58.94,28.61,88.65,43.88,64.26,18.99
Ethel,Sibyls,Brooklyn Nets,20,16.08,79,73.69,15.64,85.96,19.6
Paulita,My,Miami Heat,23,46.87,20.92,71.74,20.32,16.33,67.36
Sean,Ezar,Milwaukee Bucks,21,22.63,75.36,2.35,21.07,27.14,23.32
Susette,Louanna,Dallas Mavericks,18,56.81,94.02,31.64,44.47,35.51,51.65
Gisela,Haldas,Denver Nuggets,26,16,21.34,94.98,71.94,59.37,20.44
Queenie,Cookie,Detroit Pistons,28,83.47,10.5,92.03,70.61,1.11,81.8
Rosaline,Isacco,Phoenix Suns,22,15.83,76.43,73.69,15.17,86.72,35.38
Elsie,Gahl,Minnesota Timberwolves,19,94.43,62.54,68.83,44.86,32.99,68.04
Alejandra,Janith,Milwaukee Bucks,27,34.53,25.35,16.04,61.79,60.29,47.31
Ada,Harned,San Antonio Spurs,27,59.24,46.21,61.45,10.98,65.92,6.14
Kaja,Travax,Brooklyn Nets,24,40.77,89.7,8.99,74.32,32.96,51.93
Lenna,Loring,Cleveland Cavaliers,22,29.46,80.59,11.17,28.43,75.37,87.12
Korrie,Swanhildas,Sacramento Kings,28,18.52,20.63,12.43,11.78,21.42,39.2
Vere,Rurik,Memphis Grizzlies,30,64.71,31.75,81.11,25.57,19.56,73.95
Madeleine,Longfellow,Charlotte Hornets,26,17.84,58.98,43.21,15.47,23.22,16.98
Teddie,Carmena,Memphis Grizzlies,25,61.02,68.35,38.68,76.52,80.23,9.6
Jaclyn,Astra,San Antonio Spurs,26,27.38,30.33,15.51,26.36,15.06,88.82
Jany,Vary,Miami Heat,19,68.49,28.24,53.99,74.76,60.87,12.53
Gilda,Septima,Denver Nuggets,19,13.24,4.6,42.17,89.17,92.03,34.56
Kylynn,Joseph,Milwaukee Bucks,24,12.49,11.43,10.96,78.33,34.52,88.8
Oralee,Emmy,Philadelphia 76ers,30,95.72,41.62,43.61,89.93,8.21,47
Viviene,Arley,Washington Wizards,26,78.22,30.72,11.57,41.21,21.78,75.93
Sandie,Santoro,Golden State Warriors,27,31.35,96.24,2.99,78.14,79.54,4.36
Devina,Flyn,San Antonio Spurs,24,71.45,94.2,35.76,50.44,96.17,29.4
Blondelle,Garek,Miami Heat,28,76.34,59.99,87.34,48.67,17.02,98.84
Brandise,Charity,Atlanta Hawks,19,57.55,82.94,15.22,64.28,58.62,6.91
Jere,Ambrosia,San Antonio Spurs,28,2.48,61.43,57.09,49.66,93.87,70.33
Amara,Buffum,Charlotte Hornets,21,81.95,65.65,46.84,51.85,5.05,71.98
Barbi,Kosey,LA Clippers,26,95.18,39.24,21.11,44.2,2.09,25.29
Dale,Ramona,Golden State Warriors,30,19.53,85.08,49.79,78.77,2.6,10.61
Florie,Justinn,New Orleans Pelicans,21,18.27,86.53,99.71,55.31,72.51,73.1
Katharina,Riordan,,30,64.64,7.2,89.21,43.04,98.07,48.57
Giustina,Cressida,Miami Heat,26,17.61,61.28,12.98,33.32,58.25,65.32
Cissiee,Bendick,,23,79.33,38.88,51.95,59.99,77.65,81.69
Ninnetta,Himelman,Utah Jazz,23,81.03,34.09,7.45,75.79,31.53,78.39
Kary,Kirbee,Toronto Raptors,18,46.39,14.82,84.96,50.15,32.82,7.37
Elfreda,Fiester,Indiana Pacers,27,33.16,29.1,83.84,88.07,17.8,6.48
Elora,Felecia,Sacramento Kings,20,36,72.43,61.41,82.32,39.68,92.53
Harrietta,Lilybelle,Denver Nuggets,29,47.47,31.85,9.15,53.03,62.57,34.33
Brietta,Solitta,Detroit Pistons,23,13.17,36.44,74.36,98.72,66.05,73.6
Ariela,Allina,Utah Jazz,24,18.29,75.63,17.94,72.45,48.23,95.09
Dagmar,Susannah,Minnesota Timberwolves,20,91.95,11.59,91.03,72.84,19.69,39.67
Carmencita,Arley,Brooklyn Nets,26,96.22,8.04,85.57,60.02,62.24,30.96
Myriam,Skurnik,Minnesota Timberwolves,28,46.96,63.97,40.53,1.41,25.52,1.9
Vonny,Diogenes,Utah Jazz,21,70.24,83.62,82.49,35.11,88.59,96.55
Valli,Ariella,San Antonio Spurs,23,93.7,1.62,11.37,32.82,11.48,86.82
Cissiee,McAdams,New Orleans Pelicans,25,10.22,15.01,38.71,83.06,42.87,32.62
Dyann,Holtz,Denver Nuggets,26,73.52,99.41,5.4,52.56,8.33,25.29
Randa,Richers,Sacramento Kings,28,38.76,64.81,88,26.58,66.52,19.74
Gaylene,Marisa,Cleveland Cavaliers,18,53.94,70.77,16.25,70.76,70.28,59.93
Silvana,Denis,Miami Heat,20,60.04,86.01,61.45,57.73,25.73,21.03
Dode,Hachmin,Philadelphia 76ers,27,52.24,2.62,50.94,52.85,98.25,44.77
Louella,Mallon,Atlanta Hawks,24,78,5.62,48.51,58.24,95.31,42.37
Iseabal,Guildroy,Toronto Raptors,29,9.41,61.61,22.7,97.44,25.91,78.57
Benita,Tomasina,Toronto Raptors,18,21.44,30.27,31.86,74.42,71.25,25.13
Isa,Lea,Philadelphia 76ers,30,59.42,60.99,64.17,51,40.03,95.44
Vivia,McLaughlin,New Orleans Pelicans,27,36.57,61.17,79.7,22.3,48.28,30.72
Daryl,Sheng,Los Angeles Lakers,18,51.13,76.53,68.87,33.37,88.42,97.68
Alyssa,Fadiman,Boston Celtics,20,24.39,92.84,94.58,88.6,50.77,78.61
Jaime,Angelis,Indiana Pacers,27,15.39,76.79,84.38,51.54,46.98,84.19
Merle,Papageno,Utah Jazz,28,76.92,31.87,19.82,21.62,8.54,52.9
Lindie,Kalinda,Denver Nuggets,19,11.49,6.37,92.54,25.16,12.74,2.14
Paulita,Bonucci,San Antonio Spurs,20,7.08,54.23,64.06,68.19,7.61,51.78
Grier,Philipp,Houston Rockets,28,52.49,78.21,12.15,38.88,52.37,21.59
Heddie,Eachern,Memphis Grizzlies,20,94.19,55.23,75.87,61.26,47.65,95.07
Corry,Delila,,27,17.51,88.62,56.7,78.13,34.98,39.23
Meriel,Ietta,Philadelphia 76ers,19,1.07,59.74,43.65,98.55,32.57,43.13
Mireielle,Burch,Minnesota Timberwolves,26,20.25,24.36,18.55,16.18,3.92,55.65
Paule,Longfellow,New Orleans Pelicans,27,4.14,98.54,45.77,23.62,63.63,13.06
Tonia,Wind,LA Clippers,29,85.07,52.33,6.06,81.61,42.69,31.3
Aurelie,Janith,Miami Heat,25,83.58,23.85,49.72,53.91,91.01,52.53
Merrie,Francene,San Antonio Spurs,27,9.2,6.76,10.51,8.65,54.89,31.04
Ninnetta,Vorster,Houston Rockets,24,55.58,19.43,42.03,18.56,94.8,86.78
Renie,Ries,San Antonio Spurs,20,85.38,12.8,50.94,46.43,75.13,80.76
Elyssa,Si,Philadelphia 76ers,23,92.33,62.58,47.56,97.84,39.29,62.85
Yolane,Halsey,Houston Rockets,19,68.92,13.29,74.93,55.57,90,61.39
Cherilyn,Sholley,Washington Wizards,25,79.41,75.76,93.91,14.39,69.36,16.86
Corene,Colbert,Oklahoma City Thunder,23,53.31,45.04,68.97,79.69,77.14,60.66
Anallese,Bebe,Phoenix Suns,30,64.4,30.25,49.06,30.63,35.01,53.12
Annora,Olnee,Memphis Grizzlies,20,76.07,83.02,87.01,77.82,59.96,49.45
Lilith,Sammons,Orlando Magic,19,32.87,43.29,64.9,27.11,28.05,32.68
Georgetta,Fabiola,Charlotte Hornets,25,76.41,1.63,99.07,32.69,45.31,75.75
Fawne,McGrody,Minnesota Timberwolves,22,62.53,95.63,39.15,19.08,33.04,8.84
Paulita,Hutchison,Sacramento Kings,27,88.84,69.17,92.29,93.35,79.8,24.74
Barbi,Kare,Memphis Grizzlies,26,86.81,14,43.48,27.88,87.68,73.81
Kirstin,Even,Milwaukee Bucks,30,30.63,25.49,32.51,10.06,90.43,17.18
Concettina,Hebner,Cleveland Cavaliers,20,1.71,79.45,79.86,47.94,23.17,94.71
Eolanda,Ries,New Orleans Pelicans,26,49.52,17.63,50.59,58.6,34.73,6.11
Rayna,Cohdwell,Oklahoma City Thunder,28,36.53,49.34,49.64,1.6,75.73,26.48
Zsa Zsa,Janene,LA Clippers,29,32.84,75.15,2.75,22.59,69.7,20.17
Arlena,Ciro,Los Angeles Lakers,19,75.06,74.31,87.33,60.1,59.33,9.81
Mureil,Ogren,Phoenix Suns,24,69.47,23.45,68.65,33.07,63.82,13.94
Joleen,Dash,Portland Trail Blazers,24,88.84,74.04,46.7,24.75,26.89,63.72
Maurene,Vanni,Chicago Bulls,21,28.45,88.02,93.06,16.59,39.36,74.54
Jessamyn,Jena,Oklahoma City Thunder,30,12.37,7.06,72.05,3.75,27.74,1.78
Danika,Seligman,New York Knicks,20,47.08,48.89,25.04,71.66,15.51,4.78
Codie,Darrell,Phoenix Suns,28,33.21,89.71,50.39,40.27,2.57,58.39
Phylis,Lea,Phoenix Suns,18,65.46,20.44,9.4,6.76,60.32,91.43
Jessamyn,Pierette,Cleveland Cavaliers,24,83.57,47.02,92.34,49.26,92.23,32.66
Ketti,Flyn,Dallas Mavericks,21,67.68,22.81,88.29,44.23,70.21,42.46
Rebeca,Abram,Houston Rockets,26,11.77,90.27,18.9,24.67,55.44,53.55
Teddie,McClimans,Utah Jazz,20,43.15,86.24,10.12,91.38,96.51,31.13
